"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Cód.";"Município";"Ano x Tipo de rebanho"
"Cód.";"Município";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024"
"Cód.";"Município";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino"
"1718402";"Presidente Kennedy (TO)";"15000";"20155";"22000";"23800";"25700";"27700";"30000";"31100";"32600";"34100";"36150";"38500";"39300";"40800";"42300";"43800";"45000";"48000";"50000";"22000";"24000";"25000";"35700";"35800";"36000";"37000";"31500";"36000";"21000";"33100";"33800";"39250";"32850";"32000";"36000";"39000";"37000";"37720";"38900";"42000";"42819";"38957";"37354";"42253";"43365";"39988";"40845";"48714";"54893";"51614";"52356"
"1718451";"Pugmil (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"15000";"15300";"15610";"13307";"16533";"19089";"18900";"20080";"19680";"17590";"16530";"18210";"17900";"19290";"19800";"20270";"20878";"18358";"21352";"19868";"17078";"14936";"14292";"15662";"18960";"21745";"20134";"19256"
"1718501";"Recursolândia (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"7800";"8500";"9000";"9500";"9600";"9800";"10000";"15000";"16000";"21000";"20000";"20600";"23400";"24830";"24500";"25500";"26100";"26664";"26800";"27700";"29295";"31190";"35850";"37500";"37900";"35268";"32022";"39864";"46286";"67594";"81254";"101248"
"1718550";"Riachinho (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"38000";"40100";"42430";"25800";"26200";"26500";"26600";"26700";"27000";"27400";"33264";"37000";"30000";"30200";"26000";"27900";"25500";"26231";"24780";"26890";"31588";"32372";"33599";"35718";"39923";"36569";"31885";"35011";"39896";"41351";"42386";"45107"
"1718659";"Rio da Conceição (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"800";"840";"900";"385";"395";"425";"465";"1010";"1610";"1900";"2200";"1500";"1600";"1876";"2127";"1350";"1350";"1300";"1160";"1102";"1198";"1230";"1341";"1362";"1479";"1232";"1315";"1465";"1660";"1829";"2284";"2700"
"1718709";"Rio dos Bois (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"5220";"5480";"5700";"14450";"14740";"15000";"15150";"12600";"14000";"14400";"14130";"13100";"12350";"11500";"15100";"14600";"13500";"11400";"11300";"11400";"11470";"11520";"11100";"11370";"11200";"12600";"14701";"17230";"16982";"19775";"20091";"25756"
"1718758";"Rio Sono (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"28910";"30650";"32180";"26030";"27590";"30000";"33000";"34320";"35350";"36410";"39320";"41680";"42930";"31770";"33060";"33720";"34060";"33040";"24000";"25200";"41555";"44200";"45600";"42500";"46600";"42800";"45600";"44590";"43400";"44900";"46500";"43600";"46600";"48400";"50590";"47132";"45842";"52735";"61364";"70921";"79499";"90432"
"1718808";"Sampaio (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"12000";"13000";"10000";"12000";"10000";"10650";"11260";"4400";"4450";"4470";"4510";"4750";"7873";"7800";"8000";"10940";"10101";"10314";"9129";"10183";"8379";"9295";"9630";"8200";"8900";"8895";"10766";"10365";"9863";"10391";"11315";"11154";"10766";"12214";"13904";"14903"
"1718840";"Sandolândia (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"73000";"75000";"76400";"86000";"87000";"88700";"90500";"91850";"93000";"102000";"148640";"134310";"142800";"136550";"134510";"150210";"137000";"140200";"142740";"150401";"162817";"155187";"155220";"172408";"205046";"172216";"184643";"202676";"205533";"199342";"203560";"214025"
"1718865";"Santa Fé do Araguaia (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"120000";"124000";"127200";"52000";"53000";"54000";"109000";"126840";"128500";"130000";"148168";"153000";"153500";"154000";"138500";"138600";"132000";"141770";"129130";"121500";"114025";"124290";"114025";"112767";"120373";"114602";"110065";"114790";"117063";"124329";"124552";"115214"
"1718881";"Santa Maria do Tocantins (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"15000";"16200";"17000";"12700";"12800";"13000";"13500";"16000";"18000";"18000";"18200";"19100";"19300";"21200";"21500";"22500";"22100";"27165";"25500";"23600";"26290";"25450";"25350";"27800";"27500";"26743";"26440";"27712";"33189";"33329";"36691";"34057"
"1718899";"Santa Rita do Tocantins (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"72000";"73440";"74240";"52004";"62623";"64925";"65500";"75900";"69300";"76250";"75680";"75700";"78600";"79995";"86320";"84575";"87045";"78412";"86028";"87848";"97009";"86797";"83341";"99166";"109180";"115643";"112198";"114308"
"1718907";"Santa Rosa do Tocantins (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"31000";"34000";"37000";"40300";"43930";"46130";"48430";"24100";"24800";"25300";"27524";"25813";"27133";"26263";"23500";"28170";"27600";"25235";"24920";"22750";"24430";"26980";"28110";"28065";"29657";"26640";"28252";"32111";"30742";"29377";"30515";"31867";"37766";"37889";"38807";"37256"
"1719004";"Santa Tereza do Tocantins (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"14000";"15200";"16400";"17800";"13070";"13730";"14420";"10130";"10350";"10600";"10900";"11280";"15318";"15919";"17360";"16800";"20100";"18090";"19295";"16070";"16300";"18850";"19500";"19577";"19775";"17836";"21392";"21846";"21121";"18042";"18258";"21786";"24589";"26868";"29208";"29335"
"1720002";"Santa Terezinha do Tocantins (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"9300";"9360";"9100";"9170";"9846";"14100";"15500";"14092";"12440";"10299";"10665";"11131";"16340";"14130";"11090";"12140";"10781";"10371";"11861";"20306";"10610";"10072";"9372";"16351";"24589";"24215";"23639";"25664"
"1720101";"São Bento do Tocantins (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"25000";"26380";"27700";"10150";"10260";"10295";"10450";"14694";"15570";"18200";"25270";"25502";"23714";"19735";"23661";"19479";"17382";"18773";"22590";"21562";"23263";"24022";"25278";"27901";"29377";"28390";"27206";"28316";"32686";"35622";"42313";"39400"
"1720150";"São Félix do Tocantins (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"4000";"4160";"4330";"2600";"2700";"2800";"2900";"3649";"3763";"3631";"3860";"4010";"4150";"4310";"4535";"4600";"4340";"4270";"4110";"4080";"4016";"3586";"3827";"3645";"3730";"3663";"3486";"3635";"3886";"4085";"4442";"4591"
"1720200";"São Miguel do Tocantins (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"9500";"10140";"10650";"14950";"15080";"15100";"13850";"11814";"15637";"16570";"20500";"24844";"21489";"19359";"15251";"16050";"15755";"17161";"16520";"17880";"17920";"17041";"18346";"17226";"18352";"19294";"21918";"20407";"22627";"25034";"26796";"24277"
"1720259";"São Salvador do Tocantins (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"18500";"19000";"19400";"15250";"15500";"15800";"16500";"16800";"17000";"19000";"21970";"24260";"22300";"18550";"19370";"19660";"14300";"17800";"20340";"22452";"21945";"20844";"25613";"29887";"26728";"26064";"26673";"28423";"37358";"40814";"47160";"42326"
"1720309";"São Sebastião do Tocantins (TO)";"2047";"7952";"9000";"10000";"11350";"13500";"25626";"29000";"30000";"20000";"25000";"27000";"16860";"20000";"22000";"8000";"7000";"7500";"8000";"6000";"6400";"6780";"4280";"4370";"4405";"4600";"4750";"5707";"5200";"7270";"7911";"7706";"6943";"6336";"15922";"17219";"17047";"18970";"19450";"19500";"23207";"23380";"23775";"25042";"26491";"24989";"25606";"28424";"25609";"26027";"27797"
"1720499";"São Valério (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"32000";"32600";"33200";"33900";"37000";"38000";"38700";"35300";"36000";"36700";"37050";"37600";"38200";"38000";"42670";"44380";"48230";"45400";"39980";"42410";"49300";"53200";"52110";"52857";"44942";"45152";"41541";"49578";"49411";"50130";"45135";"50859";"57114";"69897";"71680";"74806"
"1720655";"Silvanópolis (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"16000";"18500";"20800";"19000";"21000";"23000";"25000";"27500";"30000";"32700";"35970";"38130";"40420";"25250";"25700";"26300";"26600";"33106";"37156";"35793";"32400";"31000";"32600";"37650";"34640";"32100";"33080";"35430";"35100";"36882";"31229";"30055";"31263";"32988";"35086";"34087";"32276";"36521";"38905";"38474";"42908";"43041"
"1720804";"Sítio Novo do Tocantins (TO)";"1738";"1632";"1654";"1674";"2190";"2336";"5735";"6500";"4900";"5500";"7000";"8000";"14000";"18000";"20000";"18000";"19000";"15000";"16000";"17000";"18100";"19000";"23905";"24130";"24180";"22050";"26548";"31674";"32600";"33000";"31361";"31119";"30368";"28947";"29074";"29972";"33231";"31530";"32950";"33000";"30786";"33981";"33761";"35347";"37675";"36536";"36280";"43691";"47147";"50214";"47879"
"1720853";"Sucupira (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"27800";"28500";"29000";"45600";"46000";"47000";"47500";"48100";"48800";"45000";"56710";"62300";"51470";"59250";"54290";"53560";"57000";"62600";"63920";"62038";"49756";"48051";"51530";"54760";"54020";"50873";"53469";"54952";"65665";"62127";"64258";"60738"
"1720903";"Taguatinga (TO)";"24432";"29330";"31213";"33064";"36000";"35000";"30910";"32400";"34000";"34650";"32100";"29000";"36000";"32600";"33800";"32680";"32000";"29500";"30000";"29000";"31500";"31000";"59900";"61000";"62500";"65600";"68900";"70000";"73200";"97500";"102200";"93000";"97130";"93691";"82100";"82000";"93400";"107760";"114297";"116472";"111222";"109191";"104938";"97661";"99439";"99320";"114700";"126197";"134763";"150942";"148401"
"1720937";"Taipas do Tocantins (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"23000";"24000";"24200";"17200";"17400";"18000";"18850";"19600";"13000";"19000";"20000";"19000";"21350";"20097";"17245";"15500";"15600";"16500";"16560";"17097";"20354";"20558";"16358";"14976";"15971";"14660";"19980";"22650";"26353";"29112";"35748";"35835"
"1720978";"Talismã (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"66800";"68140";"68600";"69500";"70500";"78000";"94990";"94730";"98900";"93360";"98420";"90700";"97000";"101300";"103640";"106622";"97505";"90107";"93746";"101075";"98836";"95640";"109109";"113011";"123900";"125590";"127521";"121943"
"1721000";"Palmas (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"22000";"18000";"19500";"21100";"22999";"23688";"24000";"26430";"30000";"30900";"33500";"27000";"33100";"33900";"33850";"33336";"35133";"34978";"30801";"29780";"28360";"30973";"32120";"32833";"31555";"30872";"31586";"31242";"29979";"27147";"27634";"26502";"32849";"38187";"40106";"40899"
"1721109";"Tocantínia (TO)";"9000";"11323";"12309";"13800";"13900";"14600";"16827";"18000";"17600";"18840";"19780";"20370";"23890";"25080";"27000";"19000";"19380";"17440";"14820";"11210";"11660";"11080";"14320";"14480";"14620";"14760";"13900";"15700";"16950";"19310";"19500";"19530";"15500";"13100";"11940";"13050";"13646";"14600";"14100";"14240";"14000";"14800";"16500";"15900";"15639";"14701";"16690";"19783";"23857";"19662";"19905"
"1721208";"Tocantinópolis (TO)";"30000";"28861";"30000";"31593";"35000";"36000";"39697";"42000";"43000";"48000";"52000";"40000";"49000";"60000";"55000";"52000";"55000";"58000";"60000";"16000";"17310";"18330";"30980";"16830";"16950";"18300";"21607";"24847";"25900";"26000";"25924";"25686";"22445";"21319";"20737";"22529";"24772";"21100";"22546";"20083";"20577";"20733";"19190";"20233";"22055";"19959";"21195";"22478";"26610";"26804";"28517"
"1721257";"Tupirama (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"4600";"4700";"4800";"4990";"5000";"5400";"6070";"5600";"5550";"5500";"5720";"5800";"5280";"5385";"4720";"4600";"4300";"3950";"4900";"6200";"9520";"11800";"16432";"19838";"23800";"24957";"24981";"31320"
"1721307";"Tupiratins (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"12000";"13000";"14000";"12200";"12500";"13000";"13500";"6500";"7500";"7500";"8000";"9800";"10400";"11900";"11500";"11300";"11100";"14000";"14100";"13300";"14000";"16246";"17163";"16797";"16543";"15814";"14816";"14979";"16910";"19566";"19234";"21285"
"1722081";"Wanderlândia (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"13920";"14800";"16200";"19770";"20500";"22200";"22800";"23600";"24300";"24800";"27000";"28300";"29200";"28200";"29000";"29400";"30500";"35200";"35500";"37000";"34974";"38500";"38600";"38700";"27200";"26000";"27200";"27000";"26300";"25200";"28139";"27960";"25359";"27409";"29321";"27708";"26099";"29787";"40542";"46629";"52931";"60968"
"1722107";"Xambioá (TO)";"30000";"39243";"43000";"46000";"58000";"65000";"92129";"93685";"97200";"102000";"106100";"110390";"105000";"108000";"112320";"115000";"118000";"121000";"124000";"76000";"80000";"82600";"57000";"60000";"60900";"81000";"82000";"82500";"83500";"92556";"97000";"97500";"97600";"74500";"73000";"86000";"83360";"85200";"93400";"96112";"98640";"92170";"91179";"99126";"93709";"91106";"99083";"98168";"100036";"101997";"102737"
"2100055";"Açailândia (MA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"189506";"198980";"235548";"237932";"252036";"239314";"244100";"251911";"268285";"274724";"313185";"341002";"352937";"276667";"139474";"140172";"141293";"143836";"363021";"368466";"399786";"406684";"415428";"410363";"405617";"450152";"431820";"423650";"437803";"427961";"416834";"425121";"444815";"392287";"323636";"327689";"336631";"340906";"348427";"395335";"434734";"425312"
"2100105";"Afonso Cunha (MA)";"889";"2362";"869";"885";"891";"1100";"2956";"1570";"1593";"1654";"1757";"2028";"2079";"2130";"2172";"2230";"2291";"2300";"2050";"2110";"2050";"2075";"3605";"3651";"3630";"3443";"3402";"3330";"3363";"3060";"2815";"3060";"3244";"1995";"1935";"1838";"1654";"1756";"1550";"1470";"1305";"991";"1260";"1510";"1217";"1160";"1220";"1360";"1370";"1410";"1480"
"2100154";"Água Doce do Maranhão (MA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"2517";"2542";"2570";"2580";"2600";"2630";"2650";"2680";"2810";"2850";"2900";"3200";"3392";"3450";"3600";"3700";"4000";"4100";"4300";"4500";"1755";"1867";"1890";"1735";"1750";"1837";"1745";"1715"
"2100204";"Alcântara (MA)";"5472";"8109";"2162";"2184";"2250";"2350";"2945";"2513";"2353";"2291";"2498";"3850";"3995";"4071";"4478";"4830";"4960";"5084";"5125";"5140";"5190";"5657";"2398";"2388";"2358";"2340";"2390";"2514";"2550";"2610";"2650";"3550";"3650";"4048";"4170";"4253";"4050";"4250";"4395";"4400";"4480";"4560";"3984";"4161";"4180";"4221";"4136";"4198";"4282";"4355";"4442"
"2100303";"Aldeias Altas (MA)";"11522";"846";"8109";"8262";"8000";"8800";"7383";"7750";"7295";"6517";"6039";"7400";"7175";"7396";"7494";"7718";"8103";"8126";"7394";"7150";"7465";"7651";"9045";"9076";"9194";"9010";"9190";"9328";"9654";"9943";"10440";"10753";"9677";"7555";"7177";"6818";"5795";"5505";"5230";"4730";"3900";"3996";"3965";"4270";"4135";"4720";"4860";"5190";"6070";"6620";"7450"
"2100402";"Altamira do Maranhão (MA)";"6109";"11403";"13297";"15488";"16100";"16905";"21049";"22815";"23684";"24323";"25296";"26311";"25890";"26625";"27470";"28580";"29680";"30585";"30620";"30886";"31656";"30706";"38607";"23174";"23232";"24161";"24644";"24890";"26508";"37335";"39559";"47836";"50132";"52081";"54079";"55160";"52936";"54332";"52122";"53164";"54212";"41849";"36399";"34125";"35127";"39340";"40425";"43757";"45220";"46092";"43787"
"2100436";"Alto Alegre do Maranhão (MA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"18301";"18339";"18705";"20108";"20027";"23250";"23200";"25243";"26505";"23854";"21765";"22418";"22581";"22806";"23100";"23472";"23941";"24950";"21994";"20186";"18240";"16520";"17865";"18606";"19304";"19020";"17498";"19212"
"2100477";"Alto Alegre do Pindaré (MA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"24590";"24632";"25617";"26692";"26693";"27227";"30697";"39908";"47918";"50313";"57546";"56395";"39592";"35624";"40374";"40108";"40327";"40068";"43316";"50037";"58414";"56680";"57110";"60193";"61870";"81049";"89463";"98138"
"2100501";"Alto Parnaíba (MA)";"25932";"30321";"32431";"33842";"35100";"35300";"35323";"34710";"35750";"37180";"40478";"34160";"37675";"34843";"35966";"37000";"37400";"35000";"33000";"31350";"28215";"28400";"26138";"26200";"26100";"26361";"26493";"27287";"27828";"28384";"29100";"31800";"33390";"34200";"34884";"35233";"35339";"40640";"40843";"41088";"38630";"35540";"40120";"44344";"44874";"44756";"47494";"47956";"53500";"55386";"59534"
"2100550";"Amapá do Maranhão (MA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"4042";"4123";"4247";"5096";"5198";"5301";"5008";"5096";"5351";"5582";"6977";"6732";"5582";"9097";"9153";"7185";"7895";"10625";"10449";"11446";"11667";"12271";"11980";"10890";"11846";"13238";"13025";"12814"
"2100600";"Amarante do Maranhão (MA)";"16958";"19157";"20000";"21234";"23400";"32016";"25476";"26932";"28221";"29450";"30702";"34200";"35100";"30200";"28500";"29300";"30100";"31150";"31929";"35026";"37828";"38594";"66450";"71434";"72005";"76505";"79565";"82349";"85231";"116950";"127312";"162468";"169399";"181397";"184854";"194090";"197763";"199670";"240632";"242712";"249819";"251609";"249982";"262724";"272970";"274460";"279813";"285734";"303713";"364086";"359816"
"2100709";"Anajatuba (MA)";"27200";"25010";"25010";"25270";"25810";"28966";"25745";"26517";"27214";"26147";"27390";"23350";"25350";"20280";"23854";"25285";"26170";"24155";"25121";"25649";"26110";"26267";"26143";"26536";"29897";"30495";"31105";"31416";"32360";"32845";"35800";"36337";"37790";"38924";"40091";"40692";"41099";"41333";"41412";"42186";"42202";"42242";"42275";"53171";"53178";"52970";"52987";"52996";"53032";"53038";"53257"
